game_id,game_name,scenario_id,scenario_name,access_score,provider_viability,equity_score,fiscal_control,hospital_pressure,gaming_risk,system_welfare,equilibrium_label,mechanism_summary,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
G2,Health NZ internal allocation game,S4,"Loose benefits, weak controls",59.68,58.56,54.38,65.22,40.7,33.77,53.18,balanced internal accountability,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,327,0.927,0.55,0.951,0.152,0.595,0.615,0.677,0.51,0.572,0.216,0.47,0.962,0.399,0.153,0.514,0.776,0.081,0.918,0.377,0.263,0.964,0.281,0.221
G14,Data observability game,S1,Capitation reweighting only,31.76,39.71,67.12,71.67,83.34,38.87,39.04,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",197,0.117,0.828,0.421,0.529,0.297,0.431,0.853,0.309,0.57,0.274,0.765,0.578,0.46,0.256,0.208,0.805,0.1,0.814,0.632,0.593,0.123,0.457,0.29
G9,Telehealth/local-supply game,S3,Full upstream access architecture,77.13,69.34,87.54,76.66,42.82,14.6,72.51,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,245,0.778,0.836,0.728,0.147,0.796,0.812,0.677,0.902,0.39,0.851,0.849,0.696,0.854,0.837,0.848,0.608,0.078,0.598,0.962,0.946,0.919,0.704,0.89
G12,Equity and trust game,S3,Full upstream access architecture,75.32,73.68,79.8,74.51,38.15,14.88,71.3,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",75,0.747,0.804,0.65,0.158,0.916,0.765,0.76,0.76,0.493,0.798,0.863,0.645,0.75,0.7,0.807,0.627,0.025,0.726,0.803,0.798,0.805,0.66,0.793
G1,Hospital-salience budget game,S1,Capitation reweighting only,37.11,34.2,60.26,74.52,70.1,21.01,43.62,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",83,0.256,0.826,0.372,0.588,0.267,0.262,0.851,0.367,0.621,0.258,0.685,0.397,0.25,0.562,0.265,0.614,0.05,0.763,0.803,0.581,0.113,0.556,0.411
G11,KPI salience game,S2,Primary Care Benefits Schedule,61.03,62.18,73.38,74.33,52.56,17.23,61.34,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",143,0.644,0.778,0.436,0.367,0.508,0.509,0.737,0.619,0.476,0.61,0.577,0.599,0.519,0.59,0.367,0.754,0.057,0.812,0.627,0.662,0.87,0.605,0.646
G5,PHO intermediation game,S0,Status quo tight control,9.0,21.43,56.24,77.64,85.62,26.89,29.9,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,373,0.0,0.374,0.235,0.604,0.082,0.293,0.775,0.259,0.677,0.408,0.6,0.504,0.264,0.168,0.164,0.611,0.061,0.74,0.675,0.565,0.0,0.347,0.349
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",61.56,75.99,44.28,57.05,56.89,36.5,50.39,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,554,0.977,0.565,0.951,0.084,0.704,0.816,0.796,0.483,0.752,0.229,0.264,0.921,0.26,0.016,0.566,0.602,0.0,0.822,0.436,0.031,0.862,0.322,0.27
G14,Data observability game,S4,"Loose benefits, weak controls",65.13,63.33,62.98,65.64,58.35,39.81,53.97,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",208,0.817,0.476,0.992,0.014,0.756,0.745,0.73,0.527,0.702,0.257,0.362,0.949,0.277,0.26,0.549,0.52,0.047,0.61,0.556,0.219,0.966,0.365,0.381
G1,Hospital-salience budget game,S4,"Loose benefits, weak controls",71.88,60.32,53.86,50.17,35.3,35.44,54.54,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",425,0.96,0.679,0.961,0.087,0.756,0.747,0.699,0.328,0.683,0.179,0.361,0.85,0.211,0.15,0.609,0.669,0.0,0.649,0.456,0.303,0.852,0.213,0.466
G9,Telehealth/local-supply game,S3,Full upstream access architecture,75.9,63.47,82.06,75.36,46.94,19.62,68.19,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,512,0.8,0.78,0.792,0.107,0.873,0.822,0.583,0.938,0.27,0.612,0.909,0.725,0.609,0.848,0.701,0.664,0.0,0.45,0.94,0.804,0.777,0.7,0.859
G1,Hospital-salience budget game,S0,Status quo tight control,26.11,24.69,59.67,79.28,83.96,20.41,37.72,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",593,0.024,0.119,0.385,0.565,0.066,0.218,0.896,0.184,0.649,0.486,0.542,0.797,0.342,0.284,0.154,0.615,0.214,0.829,0.664,0.58,0.0,0.2,0.079
G8,Scope-of-practice supply game,S1,Capitation reweighting only,37.12,44.06,67.68,80.49,79.52,13.44,48.15,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",5,0.121,0.804,0.365,0.667,0.359,0.206,0.833,0.492,0.687,0.502,0.811,0.707,0.251,0.368,0.405,0.648,0.071,0.743,0.734,0.698,0.118,0.447,0.38
G10,Co-payment calibration game,S2,Primary Care Benefits Schedule,77.65,62.81,83.71,56.79,41.51,15.26,67.13,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,587,0.748,0.724,0.626,0.235,0.553,0.462,0.72,0.683,0.403,0.605,0.813,0.618,0.546,0.56,0.466,0.742,0.181,0.644,0.687,0.776,0.834,0.603,0.539
G13,Political economy game,S3,Full upstream access architecture,72.69,72.01,86.11,81.45,49.8,17.15,70.86,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,477,0.81,0.756,0.739,0.114,1.0,0.816,0.814,0.791,0.544,0.816,0.938,0.715,0.635,0.889,0.75,0.605,0.0,0.514,0.822,0.941,0.755,0.699,0.746
G12,Equity and trust game,S4,"Loose benefits, weak controls",67.77,76.99,42.86,63.91,48.98,25.88,56.25,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",151,0.991,0.381,0.884,0.019,0.829,0.877,0.702,0.424,0.544,0.328,0.476,0.988,0.386,0.373,0.54,0.62,0.0,0.672,0.443,0.197,0.984,0.198,0.292
G14,Data observability game,S4,"Loose benefits, weak controls",71.21,69.27,64.16,66.3,50.46,37.36,58.67,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",608,0.953,0.612,0.818,0.166,0.872,0.853,0.692,0.606,0.68,0.319,0.3,0.848,0.156,0.065,0.639,0.882,0.008,0.768,0.407,0.222,0.943,0.255,0.328
G8,Scope-of-practice supply game,S2,Primary Care Benefits Schedule,63.82,62.47,72.03,71.97,60.3,12.66,61.2,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",973,0.725,0.757,0.608,0.278,0.498,0.524,0.833,0.493,0.413,0.62,0.793,0.781,0.614,0.66,0.526,0.663,0.141,0.453,0.683,0.741,0.875,0.611,0.645
G10,Co-payment calibration game,S3,Full upstream access architecture,85.36,61.88,94.13,54.82,34.46,14.2,72.24,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,861,0.774,0.793,0.806,0.31,0.82,0.759,0.634,0.794,0.332,0.983,0.854,0.594,0.777,0.697,0.83,0.671,0.0,0.502,0.962,0.872,0.789,0.864,0.849
G11,KPI salience game,S1,Capitation reweighting only,37.87,41.73,69.72,80.79,72.22,14.05,49.36,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",529,0.053,0.891,0.318,0.582,0.21,0.318,0.782,0.617,0.502,0.498,0.683,0.602,0.52,0.375,0.336,0.585,0.039,0.983,0.611,0.602,0.209,0.354,0.479
G10,Co-payment calibration game,S4,"Loose benefits, weak controls",66.66,73.75,51.54,54.99,52.24,29.68,54.52,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,922,1.0,0.589,0.916,0.0,0.769,0.659,0.735,0.448,0.625,0.198,0.317,0.892,0.403,0.292,0.562,0.722,0.038,0.683,0.376,0.297,0.814,0.28,0.35
G10,Co-payment calibration game,S1,Capitation reweighting only,56.7,50.92,71.17,73.3,59.38,10.81,57.64,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,801,0.11,0.703,0.224,0.56,0.372,0.319,1.0,0.574,0.558,0.487,0.651,0.675,0.417,0.289,0.153,0.518,0.077,0.769,0.938,0.737,0.102,0.333,0.281
G14,Data observability game,S0,Status quo tight control,28.3,37.41,66.0,72.31,85.17,38.48,37.34,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",489,0.084,0.287,0.18,0.645,0.073,0.231,0.746,0.319,0.68,0.411,0.65,0.525,0.258,0.081,0.077,0.544,0.154,0.873,0.747,0.597,0.061,0.174,0.221
G14,Data observability game,S3,Full upstream access architecture,81.93,75.47,88.05,81.98,28.0,17.98,77.5,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",610,0.763,0.896,0.837,0.028,0.842,0.919,0.487,0.914,0.303,0.761,0.778,0.758,0.937,0.749,0.789,0.692,0.021,0.524,0.792,0.73,0.937,0.719,1.0
G6,ACC/Health NZ cross-funder game,S0,Status quo tight control,33.09,38.92,58.8,64.59,75.4,26.63,39.48,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,479,0.0,0.351,0.379,0.838,0.075,0.158,0.929,0.286,0.625,0.283,0.585,0.466,0.423,0.162,0.147,0.678,0.046,0.749,0.762,0.542,0.0,0.244,0.109
G14,Data observability game,S4,"Loose benefits, weak controls",61.93,60.89,65.59,67.5,62.32,36.86,53.52,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",275,0.777,0.553,1.0,0.063,0.667,0.702,0.602,0.483,0.619,0.287,0.507,0.843,0.348,0.132,0.655,0.658,0.091,0.882,0.363,0.433,0.933,0.39,0.399
G1,Hospital-salience budget game,S0,Status quo tight control,29.9,27.61,54.76,79.24,76.26,19.99,39.38,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",278,0.096,0.095,0.242,0.685,0.187,0.163,0.818,0.278,0.763,0.363,0.416,0.599,0.342,0.073,0.277,0.657,0.184,0.825,0.901,0.68,0.0,0.268,0.029
G12,Equity and trust game,S3,Full upstream access architecture,76.59,77.0,82.06,74.32,36.99,13.4,73.15,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",359,0.758,0.718,0.781,0.241,0.994,0.874,0.574,0.883,0.278,0.646,1.0,0.571,0.88,0.862,0.783,0.712,0.137,0.412,0.839,0.633,0.871,0.599,0.721
G5,PHO intermediation game,S0,Status quo tight control,8.52,21.15,54.71,76.98,86.48,28.42,28.86,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,25,0.09,0.142,0.335,0.704,0.195,0.265,0.737,0.131,0.614,0.336,0.644,0.443,0.247,0.334,0.11,0.722,0.051,0.76,0.649,0.675,0.0,0.202,0.327
G12,Equity and trust game,S1,Capitation reweighting only,45.22,48.91,61.0,75.07,61.63,19.71,50.22,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",422,0.084,0.709,0.275,0.553,0.352,0.243,0.989,0.369,0.577,0.52,0.671,0.594,0.517,0.299,0.366,0.674,0.043,0.751,0.749,0.527,0.04,0.323,0.28
G6,ACC/Health NZ cross-funder game,S2,Primary Care Benefits Schedule,60.61,71.68,71.49,60.54,52.63,19.7,59.58,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,653,0.838,0.93,0.581,0.348,0.669,0.345,0.671,0.662,0.429,0.733,0.694,0.636,0.57,0.484,0.426,0.682,0.087,0.558,0.76,0.806,0.882,0.606,0.528
G8,Scope-of-practice supply game,S0,Status quo tight control,29.97,38.79,56.37,76.77,87.69,15.87,40.46,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",892,0.098,0.174,0.213,0.576,0.196,0.095,0.827,0.185,0.659,0.33,0.494,0.43,0.311,0.172,0.153,0.735,0.085,0.739,0.623,0.563,0.008,0.32,0.178
G12,Equity and trust game,S2,Primary Care Benefits Schedule,65.04,67.05,68.11,73.76,46.87,17.76,62.78,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",88,0.584,0.715,0.601,0.295,0.519,0.445,0.582,0.56,0.466,0.737,0.648,0.63,0.523,0.514,0.462,0.678,0.152,0.491,0.67,0.75,0.743,0.533,0.681
G4,Consumer access pathway game,S1,Capitation reweighting only,42.09,41.16,67.45,76.64,73.65,20.09,47.9,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",217,0.006,0.764,0.285,0.619,0.384,0.23,0.996,0.481,0.517,0.535,0.631,0.511,0.461,0.46,0.296,0.71,0.108,0.641,0.814,0.555,0.0,0.543,0.323
G12,Equity and trust game,S1,Capitation reweighting only,43.87,47.33,62.16,75.62,62.45,19.87,49.77,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",591,0.03,0.61,0.236,0.716,0.296,0.278,0.872,0.358,0.587,0.452,0.708,0.592,0.505,0.366,0.169,0.533,0.058,0.815,0.759,0.543,0.056,0.352,0.334
G11,KPI salience game,S3,Full upstream access architecture,78.29,73.08,89.97,75.98,36.19,15.62,74.67,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",194,0.795,0.698,0.824,0.276,0.898,0.754,0.727,0.785,0.27,0.729,0.929,0.75,0.74,0.736,0.727,0.784,0.123,0.525,0.924,0.81,0.88,0.787,0.928
G13,Political economy game,S1,Capitation reweighting only,41.86,44.9,64.98,77.76,66.24,16.12,49.92,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,653,0.0,0.858,0.284,0.635,0.39,0.166,0.738,0.457,0.438,0.376,0.565,0.552,0.478,0.294,0.196,0.526,0.054,0.735,0.812,0.612,0.01,0.276,0.4
G12,Equity and trust game,S3,Full upstream access architecture,77.74,80.42,76.83,74.21,36.79,14.05,72.82,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",305,0.853,0.766,0.912,0.186,0.719,0.678,0.661,0.829,0.378,0.766,0.685,0.772,0.773,0.847,0.755,0.835,0.116,0.403,0.85,0.806,0.778,0.777,0.776
G4,Consumer access pathway game,S1,Capitation reweighting only,41.25,43.74,67.38,77.59,74.74,19.27,48.28,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",355,0.121,0.751,0.274,0.58,0.351,0.367,0.962,0.472,0.596,0.543,0.788,0.584,0.301,0.355,0.447,0.49,0.088,0.681,0.74,0.734,0.0,0.51,0.371
G3,Capitation marginal-supply game,S3,Full upstream access architecture,85.66,84.08,79.65,65.29,29.54,13.34,75.86,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",550,0.825,0.843,0.794,0.152,0.929,0.741,0.522,0.919,0.35,0.66,0.835,0.766,0.775,0.916,0.772,0.743,0.0,0.615,1.0,0.838,0.913,0.857,0.752
G2,Health NZ internal allocation game,S1,Capitation reweighting only,35.9,18.58,60.82,82.68,63.95,28.39,41.6,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,312,0.175,0.867,0.382,0.714,0.253,0.225,0.802,0.471,0.609,0.519,0.807,0.525,0.564,0.409,0.32,0.598,0.114,0.938,0.774,0.552,0.082,0.544,0.301
G9,Telehealth/local-supply game,S3,Full upstream access architecture,78.67,70.77,88.81,74.62,41.17,16.24,73.05,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,584,0.781,0.661,0.77,0.203,0.634,0.89,0.729,0.974,0.292,0.812,0.832,0.697,0.908,0.839,0.864,0.769,0.0,0.512,0.941,0.743,0.819,0.714,0.819
G4,Consumer access pathway game,S0,Status quo tight control,40.41,44.77,65.01,76.39,75.55,19.87,47.27,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",442,0.175,0.342,0.332,0.631,0.186,0.039,0.959,0.446,0.654,0.57,0.707,0.456,0.187,0.522,0.202,0.619,0.009,0.903,0.699,0.653,0.066,0.14,0.079
G11,KPI salience game,S0,Status quo tight control,33.15,40.41,61.79,74.13,76.71,13.02,44.41,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",367,0.122,0.152,0.312,0.695,0.094,0.199,0.802,0.254,0.716,0.314,0.559,0.796,0.421,0.113,0.248,0.61,0.095,0.828,0.731,0.456,0.131,0.29,0.215
G9,Telehealth/local-supply game,S2,Primary Care Benefits Schedule,67.6,50.8,66.95,78.81,55.99,22.21,59.15,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,24,0.803,0.73,0.724,0.191,0.443,0.4,0.804,0.771,0.373,0.61,0.673,0.687,0.495,0.44,0.513,0.696,0.086,0.735,0.808,0.771,0.837,0.489,0.581
G1,Hospital-salience budget game,S3,Full upstream access architecture,73.65,62.28,77.04,62.24,26.02,18.11,67.08,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",23,0.928,0.8,0.778,0.284,0.94,0.69,0.586,0.832,0.456,0.791,0.711,0.696,0.749,0.876,0.851,0.801,0.0,0.6,0.974,0.809,0.833,0.772,0.689
G6,ACC/Health NZ cross-funder game,S0,Status quo tight control,35.18,41.3,54.07,59.23,73.62,28.12,38.47,siloed-cost-shifting equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,800,0.06,0.27,0.12,0.736,0.019,0.27,0.813,0.069,0.646,0.271,0.465,0.497,0.354,0.153,0.255,0.751,0.015,0.842,0.69,0.599,0.027,0.223,0.269
G4,Consumer access pathway game,S3,Full upstream access architecture,80.46,69.84,79.91,64.82,46.25,14.49,69.26,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",698,0.781,0.89,0.952,0.115,0.941,0.774,0.696,0.871,0.443,0.861,0.902,0.595,0.905,0.769,0.776,0.829,0.0,0.538,0.94,0.839,0.885,0.638,0.85
G4,Consumer access pathway game,S0,Status quo tight control,41.43,46.15,62.37,73.74,75.0,21.92,46.46,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",969,0.215,0.362,0.299,0.767,0.133,0.29,0.887,0.293,0.548,0.397,0.569,0.574,0.47,0.262,0.309,0.611,0.093,0.866,0.66,0.427,0.055,0.255,0.162
G1,Hospital-salience budget game,S2,Primary Care Benefits Schedule,56.94,49.94,70.43,65.99,46.67,21.37,55.92,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",160,0.676,0.794,0.672,0.205,0.592,0.399,0.766,0.642,0.43,0.728,0.612,0.575,0.483,0.497,0.49,0.688,0.247,0.729,0.696,0.657,0.994,0.567,0.653
G11,KPI salience game,S1,Capitation reweighting only,41.06,43.61,71.89,77.12,70.03,17.8,50.04,hospital-target dominance,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",696,0.072,0.653,0.237,0.485,0.386,0.286,1.0,0.393,0.653,0.528,0.703,0.68,0.451,0.149,0.331,0.607,0.148,0.823,0.802,0.528,0.162,0.508,0.449
G3,Capitation marginal-supply game,S1,Capitation reweighting only,23.96,24.58,70.82,88.83,79.96,11.07,43.52,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",158,0.113,0.844,0.424,0.593,0.402,0.222,0.897,0.463,0.325,0.416,0.654,0.699,0.336,0.341,0.201,0.597,0.102,0.757,0.687,0.622,0.03,0.307,0.287
G9,Telehealth/local-supply game,S1,Capitation reweighting only,49.35,44.32,67.13,78.0,66.34,21.08,51.52,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,705,0.109,0.679,0.433,0.61,0.47,0.142,0.928,0.444,0.505,0.529,0.613,0.526,0.616,0.322,0.152,0.635,0.087,0.651,0.661,0.702,0.157,0.358,0.403
G10,Co-payment calibration game,S0,Status quo tight control,43.01,50.79,54.31,77.91,71.76,10.0,49.31,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,795,0.0,0.581,0.213,0.629,0.144,0.205,0.97,0.336,0.672,0.213,0.567,0.459,0.466,0.34,0.18,0.688,0.097,0.937,0.662,0.607,0.0,0.387,0.108
G12,Equity and trust game,S4,"Loose benefits, weak controls",63.24,77.04,39.15,65.07,52.76,27.18,53.62,transactional-access without trust,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",599,0.905,0.479,1.0,0.082,0.675,0.683,0.613,0.395,0.558,0.391,0.33,0.906,0.358,0.257,0.575,0.564,0.005,0.971,0.481,0.271,0.988,0.305,0.297
G13,Political economy game,S0,Status quo tight control,42.97,46.44,61.71,72.53,67.29,18.37,48.29,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,277,0.118,0.305,0.398,0.598,0.123,0.252,0.836,0.241,0.767,0.339,0.474,0.599,0.396,0.299,0.334,0.731,0.079,0.993,0.722,0.468,0.0,0.603,0.163
G1,Hospital-salience budget game,S3,Full upstream access architecture,72.88,62.31,80.36,62.47,30.07,21.02,66.55,upstream-salience equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",426,0.877,0.816,0.953,0.222,0.9,0.837,0.769,0.852,0.198,0.77,0.85,0.615,0.85,0.773,0.799,0.696,0.0,0.513,0.932,0.656,0.835,0.894,0.931
G5,PHO intermediation game,S1,Capitation reweighting only,9.7,21.93,65.81,80.3,83.09,23.17,33.79,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,168,0.0,0.857,0.299,0.574,0.249,0.031,0.866,0.569,0.616,0.511,0.722,0.611,0.179,0.304,0.378,0.595,0.0,0.827,0.907,0.434,0.0,0.503,0.406
G5,PHO intermediation game,S0,Status quo tight control,12.04,24.37,53.01,76.63,83.4,28.03,30.49,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,903,0.055,0.34,0.333,0.68,0.134,0.355,0.806,0.219,0.692,0.36,0.565,0.595,0.368,0.05,0.275,0.818,0.185,0.81,0.757,0.635,0.091,0.181,0.162
G13,Political economy game,S4,"Loose benefits, weak controls",60.87,64.77,59.37,59.71,77.67,62.72,44.35,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,629,1.0,0.588,0.872,0.197,0.635,0.587,0.723,0.464,0.612,0.294,0.433,0.859,0.305,0.315,0.527,0.612,0.0,0.892,0.432,0.252,0.842,0.154,0.325
G14,Data observability game,S1,Capitation reweighting only,31.66,41.1,70.79,71.94,79.8,38.46,40.69,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",60,0.163,0.801,0.289,0.417,0.329,0.215,0.719,0.378,0.539,0.541,0.731,0.643,0.441,0.316,0.4,0.672,0.036,0.644,0.595,0.51,0.005,0.373,0.362
G7,Ambulance conveyance game,S3,Full upstream access architecture,71.26,62.99,82.49,75.12,52.79,10.63,67.65,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",917,0.62,0.607,0.775,0.139,0.864,0.889,0.643,0.937,0.353,0.742,0.99,0.823,0.837,0.899,0.728,0.709,0.033,0.452,0.869,0.953,0.819,0.839,0.874
G2,Health NZ internal allocation game,S4,"Loose benefits, weak controls",62.95,61.75,51.9,63.77,37.91,36.74,53.72,balanced internal accountability,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,877,0.984,0.603,0.778,0.077,0.78,0.645,0.775,0.531,0.571,0.283,0.361,0.874,0.453,0.192,0.519,0.538,0.062,0.778,0.39,0.209,0.858,0.172,0.338
G5,PHO intermediation game,S0,Status quo tight control,5.84,19.17,54.96,78.26,87.88,26.97,28.11,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,929,0.0,0.28,0.144,0.743,0.004,0.222,1.0,0.252,0.664,0.399,0.57,0.675,0.285,0.242,0.203,0.742,0.149,0.792,0.716,0.654,0.0,0.327,0.283
G9,Telehealth/local-supply game,S2,Primary Care Benefits Schedule,64.28,55.04,71.02,76.07,56.92,23.16,59.09,integrated hybrid-access equilibrium,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,446,0.684,0.648,0.577,0.168,0.474,0.512,0.81,0.534,0.406,0.647,0.686,0.632,0.51,0.631,0.408,0.645,0.135,0.499,0.848,0.733,0.927,0.616,0.672
G12,Equity and trust game,S0,Status quo tight control,39.52,43.02,53.85,75.09,66.49,20.74,45.13,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",28,0.0,0.197,0.141,0.672,0.15,0.232,0.902,0.281,0.656,0.391,0.566,0.478,0.378,0.092,0.256,0.6,0.175,0.941,0.655,0.535,0.019,0.287,0.21
G6,ACC/Health NZ cross-funder game,S1,Capitation reweighting only,29.76,34.85,67.07,70.11,77.35,22.33,41.13,siloed-cost-shifting equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,118,0.074,0.67,0.211,0.453,0.208,0.225,0.833,0.465,0.524,0.378,0.837,0.513,0.28,0.354,0.293,0.517,0.228,0.839,0.852,0.752,0.0,0.414,0.346
G5,PHO intermediation game,S1,Capitation reweighting only,23.27,33.53,61.76,78.33,73.14,25.59,39.39,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,74,0.178,0.834,0.37,0.527,0.199,0.228,0.833,0.515,0.393,0.258,0.661,0.481,0.473,0.24,0.394,0.681,0.134,0.797,0.858,0.603,0.223,0.347,0.445
