scenario_id,scenario_name,funding_architecture,weighted_access,weighted_provider_viability,weighted_equity,weighted_fiscal_control,weighted_hospital_pressure,weighted_gaming_risk,weighted_welfare,supply_generation_index,equity_legitimacy_index,governance_resilience_index,hospital_deflection_index,implementation_readiness_index,fiscal_gaming_risk_index,interaction_penalty,hybrid_viability_score,model_interpretation,draw
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.32,60.2,72.65,70.7,52.57,20.95,59.58,55.38,56.39,61.85,48.0,60.83,18.66,5.21,50.86,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",935
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.57,64.6,73.24,69.2,50.06,19.12,62.11,60.52,56.77,62.49,48.3,61.11,18.12,5.45,52.21,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",936
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.44,60.1,72.42,72.29,52.78,19.06,60.15,54.95,55.77,65.06,46.02,62.54,16.2,5.89,50.45,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",937
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.21,63.24,73.79,69.56,50.95,19.62,61.45,57.56,58.22,61.29,48.01,61.68,18.64,5.51,51.42,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",938
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,68.4,66.62,70.75,66.97,47.84,21.02,62.28,62.27,53.92,61.17,51.44,59.59,19.56,4.69,53.1,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",939
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.11,63.35,71.18,70.58,49.39,19.32,61.61,56.61,56.08,64.7,50.07,64.31,17.5,6.67,51.19,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",940
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,67.72,66.87,73.91,68.26,48.86,20.14,63.08,62.8,58.65,62.37,49.05,60.57,19.22,6.52,52.12,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",941
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,60.61,59.11,71.16,69.41,54.44,22.54,58.08,52.29,54.48,60.17,45.93,61.08,20.29,8.68,45.48,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",942
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.69,62.77,70.87,70.3,51.51,20.13,60.54,55.86,54.86,63.82,46.1,63.33,18.03,5.46,50.79,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",943
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,67.25,66.03,69.47,69.7,48.18,20.41,62.13,62.82,53.51,62.19,52.01,63.24,20.14,6.45,52.24,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",944
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.07,59.48,72.4,71.48,52.9,19.63,59.94,53.45,55.99,63.97,46.91,60.55,17.11,5.38,50.32,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",945
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.25,61.08,74.71,70.83,51.36,19.92,61.11,55.01,60.37,60.45,49.13,57.25,18.93,5.34,50.83,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",946
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.28,62.52,68.56,70.3,51.34,20.88,59.76,56.26,51.87,61.17,50.63,59.01,19.78,7.08,48.59,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",947
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.88,60.96,70.79,71.66,51.61,18.46,60.5,54.51,54.1,63.58,48.84,59.33,16.49,5.48,50.33,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",948
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.02,63.6,67.81,69.05,51.5,20.5,59.82,58.39,51.06,61.29,47.23,60.11,18.94,6.27,49.2,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",949
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.39,63.31,70.23,69.48,51.77,19.56,60.61,57.94,54.47,62.35,48.23,56.21,18.17,6.43,49.49,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",950
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.7,63.76,74.9,68.85,50.58,20.2,62.03,58.02,60.01,60.36,45.86,59.5,20.0,7.99,48.42,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",951
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.95,64.01,73.93,70.34,49.95,19.37,62.15,59.73,57.65,63.64,48.9,62.12,17.55,5.88,52.26,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",952
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.94,65.31,68.78,66.29,49.62,24.36,59.95,61.84,52.95,57.98,48.32,58.08,23.34,7.86,48.06,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",953
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.86,61.41,69.62,71.1,52.46,18.3,59.85,54.33,53.84,63.22,47.82,58.48,15.73,7.34,47.97,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",954
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.65,62.59,71.99,68.94,50.87,21.81,60.29,56.94,57.28,61.86,47.14,60.6,19.43,6.62,49.78,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",955
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.37,62.97,65.93,71.63,52.64,18.02,59.58,56.43,49.81,64.54,46.7,60.38,16.61,6.64,48.75,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",956
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.89,63.12,70.0,71.49,51.66,19.37,60.8,56.85,54.1,64.07,49.52,59.18,17.0,6.24,50.4,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",957
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.96,63.67,72.21,69.35,50.22,19.55,61.47,58.22,55.23,63.38,48.11,65.31,17.82,5.7,51.81,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",958
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.49,60.78,70.53,69.84,53.14,21.65,58.91,55.03,54.26,59.54,46.87,58.77,21.06,8.34,46.24,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",959
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,66.91,65.88,74.12,67.99,49.4,20.23,62.58,60.7,57.59,61.4,47.22,58.65,19.02,7.41,49.65,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",960
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.57,63.41,68.79,67.37,51.88,22.22,59.49,60.03,51.62,57.11,47.01,53.0,22.79,8.07,46.03,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",961
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.9,64.5,71.27,69.41,50.15,19.72,61.67,58.8,56.05,62.32,48.03,60.32,18.26,5.49,51.42,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",962
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.28,63.4,68.14,69.38,51.74,21.17,59.83,58.42,51.37,60.4,47.21,57.43,19.99,5.73,49.27,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",963
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.0,60.8,72.5,71.96,51.29,19.24,60.84,56.02,56.72,64.45,50.23,63.09,17.58,5.99,51.66,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",964
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.52,62.25,69.59,70.09,52.35,19.91,59.73,56.45,53.42,63.91,46.44,60.77,17.65,6.56,49.34,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",965
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,59.26,57.4,72.95,70.21,55.03,22.87,57.79,52.06,56.34,58.36,46.16,56.02,21.54,6.24,47.2,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",966
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.78,61.81,68.43,69.61,52.68,21.9,58.69,57.33,52.01,59.92,46.91,57.89,20.55,5.61,49.12,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",967
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.51,61.27,69.2,71.68,53.62,19.68,59.33,55.49,52.44,62.19,45.74,58.03,18.82,6.68,47.92,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",968
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.73,62.74,69.6,70.78,51.39,18.46,60.67,57.12,53.65,61.78,49.25,56.57,17.37,4.64,51.08,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",969
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.46,62.56,72.65,71.91,51.0,19.06,61.38,57.45,57.18,65.66,48.49,65.64,17.09,6.89,51.41,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",970
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.35,62.51,70.74,74.2,50.5,16.07,61.94,55.88,55.55,68.44,48.99,63.39,12.63,5.48,52.57,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",971
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,60.51,58.88,70.19,72.02,53.97,19.94,58.8,51.89,54.1,62.14,44.67,57.11,18.58,6.46,47.17,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",972
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.01,63.73,63.99,68.95,52.92,21.28,58.36,59.38,46.81,59.61,46.78,54.45,21.9,7.5,46.26,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",973
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.46,61.27,72.25,70.66,52.26,20.3,60.16,53.07,56.25,59.86,47.56,57.42,17.95,5.35,49.14,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",974
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.65,60.16,68.54,69.46,53.69,22.39,58.13,54.52,51.25,58.91,47.1,56.0,20.74,5.66,47.79,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",975
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.55,62.58,68.77,70.92,52.68,19.25,59.83,56.11,52.21,62.73,43.97,63.41,19.2,7.99,47.15,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",976
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,60.5,58.81,72.97,71.79,53.59,20.3,59.34,52.15,56.11,62.58,46.39,63.04,18.39,7.03,48.28,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",977
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.47,60.6,73.14,72.52,52.02,18.45,60.66,52.2,56.89,66.29,48.13,65.56,14.92,7.32,49.66,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",978
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.84,63.28,72.52,70.29,50.12,19.74,61.58,57.99,57.13,63.02,50.7,62.38,18.24,5.47,52.43,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",979
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.22,62.89,72.82,71.14,50.63,19.11,61.6,57.44,57.65,62.97,48.81,63.9,18.06,6.55,51.09,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",980
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.2,63.77,72.8,69.6,49.87,20.44,61.62,59.2,58.56,62.36,47.51,63.1,19.23,6.06,51.66,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",981
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.23,62.84,71.61,71.06,52.43,19.31,60.46,58.99,55.52,64.29,45.15,63.18,17.49,6.21,50.82,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",982
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.42,61.8,74.72,72.32,51.0,17.81,61.99,56.21,59.33,64.91,48.88,60.57,15.11,6.04,51.59,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",983
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.96,65.33,65.91,67.98,50.67,21.66,59.69,59.89,48.24,59.69,47.69,60.17,21.53,6.24,48.86,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",984
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,67.51,64.72,76.91,68.99,47.99,20.61,63.46,58.68,61.11,64.15,50.61,65.17,18.3,5.51,53.88,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",985
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.37,61.22,70.99,70.55,52.58,19.87,59.86,54.99,54.65,62.4,47.13,58.61,18.17,7.3,48.0,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",986
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,65.53,63.25,75.09,68.96,49.81,20.77,61.96,57.54,60.98,61.69,49.38,62.27,18.91,5.57,52.32,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",987
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,59.19,58.14,74.32,72.62,54.74,18.99,59.38,52.07,58.99,62.5,44.54,60.35,16.88,6.4,48.63,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",988
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.41,61.7,72.46,72.41,52.36,17.67,61.04,55.86,56.05,65.86,46.3,58.77,15.55,5.8,50.57,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",989
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.24,60.09,73.55,71.6,53.04,19.45,60.11,54.59,57.28,63.31,46.09,61.59,17.98,6.65,49.38,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",990
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.31,61.74,73.07,68.61,52.27,20.92,60.18,56.58,57.7,60.4,45.05,58.7,19.99,8.04,47.32,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",991
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,62.59,60.76,71.67,70.33,52.65,20.47,59.84,54.18,57.09,62.95,46.43,61.81,18.31,6.1,49.82,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",992
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.69,63.24,71.99,69.82,51.74,19.21,60.92,58.85,56.02,62.94,48.12,58.32,17.58,5.75,51.06,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",993
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,61.29,61.75,70.37,71.49,53.24,20.09,59.56,56.64,54.51,61.02,45.18,57.4,20.07,6.6,48.2,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",994
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,68.29,67.02,72.68,68.61,47.71,20.11,63.23,63.74,58.05,62.96,50.5,61.88,19.08,7.29,52.1,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",995
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,63.44,61.65,71.52,70.48,51.47,19.71,60.53,54.1,55.97,63.33,48.53,61.85,17.13,6.81,49.44,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",996
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,60.77,59.43,71.83,71.84,53.01,19.73,59.48,52.14,55.03,62.65,47.79,61.95,17.51,5.1,50.19,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",997
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,67.86,66.6,72.43,68.04,48.85,19.85,62.76,61.79,57.84,60.84,51.03,56.89,20.02,7.38,50.48,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",998
S2,Primary Care Benefits Schedule,rules-based primary care benefits schedule layered onto capitation,64.19,62.84,70.94,72.24,50.25,18.15,61.6,57.21,53.87,65.74,50.66,63.26,15.82,5.52,52.31,"Materially improves supply and hospital-pressure logic, but still needs stronger ambulance, equity, data and governance architecture.",999
S3,Full upstream access architecture,full hybrid upstream access architecture,74.86,69.81,81.09,73.15,38.58,15.03,70.43,68.1,64.25,71.98,67.84,76.79,11.93,3.42,65.91,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",0
S3,Full upstream access architecture,full hybrid upstream access architecture,77.78,73.26,85.55,70.7,36.45,15.7,72.58,71.52,70.12,72.25,66.2,77.78,10.89,3.03,68.04,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",1
S3,Full upstream access architecture,full hybrid upstream access architecture,77.76,74.11,80.75,68.75,37.02,17.24,70.96,72.88,63.39,69.87,65.34,75.76,13.79,3.33,65.9,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",2
S3,Full upstream access architecture,full hybrid upstream access architecture,73.8,69.36,80.86,70.9,40.24,17.9,68.85,65.94,65.53,69.62,61.49,76.34,14.2,3.83,63.22,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",3
S3,Full upstream access architecture,full hybrid upstream access architecture,71.61,67.48,81.52,74.36,41.46,15.55,68.91,65.23,65.91,72.22,61.96,78.04,11.82,3.51,64.33,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",4
S3,Full upstream access architecture,full hybrid upstream access architecture,75.46,71.32,80.81,70.61,39.61,17.45,69.77,70.6,64.48,68.39,62.54,73.85,14.81,3.81,63.85,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",5
S3,Full upstream access architecture,full hybrid upstream access architecture,77.83,73.65,83.05,71.94,35.73,14.53,72.65,70.38,66.85,74.83,67.44,80.62,9.05,3.24,68.17,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",6
S3,Full upstream access architecture,full hybrid upstream access architecture,78.52,73.53,80.37,71.29,35.62,15.86,71.89,71.49,65.59,73.15,67.71,78.44,11.08,3.66,67.21,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",7
S3,Full upstream access architecture,full hybrid upstream access architecture,73.28,69.92,77.5,72.46,40.7,16.2,68.58,69.17,60.21,69.52,64.45,69.58,12.9,3.67,62.98,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",8
S3,Full upstream access architecture,full hybrid upstream access architecture,75.64,71.69,83.57,71.14,38.82,17.42,70.7,68.76,67.33,71.11,64.57,76.86,13.31,3.45,65.7,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",9
S3,Full upstream access architecture,full hybrid upstream access architecture,76.54,72.25,83.01,72.06,37.79,13.6,71.93,70.85,67.27,73.65,62.2,76.11,8.7,2.83,66.77,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",10
S3,Full upstream access architecture,full hybrid upstream access architecture,73.45,69.02,82.23,71.22,40.69,17.43,69.06,65.7,65.89,69.44,61.78,76.81,14.23,3.86,63.28,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",11
S3,Full upstream access architecture,full hybrid upstream access architecture,73.03,68.75,76.85,70.45,41.62,17.85,67.37,66.15,60.53,69.13,60.16,74.98,14.8,3.67,61.95,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",12
S3,Full upstream access architecture,full hybrid upstream access architecture,73.16,69.21,78.72,72.55,40.46,14.96,68.96,67.76,62.4,73.92,61.05,78.84,10.35,3.26,64.86,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",13
S3,Full upstream access architecture,full hybrid upstream access architecture,74.81,70.42,80.18,71.99,39.65,16.4,69.72,67.92,63.81,70.98,63.51,75.5,12.6,3.31,64.55,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",14
S3,Full upstream access architecture,full hybrid upstream access architecture,75.09,70.89,81.81,71.37,39.38,16.15,70.21,67.36,65.24,70.99,62.65,77.25,11.93,3.37,64.66,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",15
S3,Full upstream access architecture,full hybrid upstream access architecture,76.28,71.9,83.29,70.79,37.62,18.1,70.84,70.32,65.82,69.39,66.94,76.75,14.68,3.7,65.7,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",16
S3,Full upstream access architecture,full hybrid upstream access architecture,78.9,73.76,81.47,70.48,35.93,17.18,71.85,71.28,65.96,70.92,67.67,75.62,12.99,2.89,67.12,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",17
S3,Full upstream access architecture,full hybrid upstream access architecture,76.89,72.71,80.06,71.05,37.67,15.35,70.98,69.8,63.19,72.57,65.87,74.87,10.6,3.21,65.81,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",18
S3,Full upstream access architecture,full hybrid upstream access architecture,73.76,68.86,81.9,71.74,40.63,15.78,69.45,66.12,66.6,70.86,62.75,73.88,12.54,3.75,63.77,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",19
S3,Full upstream access architecture,full hybrid upstream access architecture,76.62,71.77,84.85,71.01,37.54,15.23,71.82,69.62,69.03,73.05,65.94,77.32,10.7,3.54,66.92,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",20
S3,Full upstream access architecture,full hybrid upstream access architecture,76.39,73.08,83.97,71.22,37.81,16.22,71.62,74.62,66.95,71.06,63.84,74.7,11.88,3.05,67.04,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",21
S3,Full upstream access architecture,full hybrid upstream access architecture,77.85,73.64,76.88,69.57,37.29,15.37,70.5,72.4,61.83,70.83,64.42,73.94,11.83,2.51,66.08,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",22
S3,Full upstream access architecture,full hybrid upstream access architecture,74.6,70.31,83.86,70.46,38.96,17.11,70.14,68.22,67.36,70.91,63.92,79.86,13.49,3.47,65.76,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",23
S3,Full upstream access architecture,full hybrid upstream access architecture,74.19,69.41,79.8,73.06,39.35,15.11,69.75,66.72,63.57,72.56,64.53,76.92,11.53,3.87,64.42,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",24
S3,Full upstream access architecture,full hybrid upstream access architecture,76.79,71.69,85.03,72.03,36.69,15.51,72.15,69.6,68.8,73.97,65.45,83.37,10.73,3.28,68.01,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",25
S3,Full upstream access architecture,full hybrid upstream access architecture,74.41,69.64,81.22,71.55,39.86,16.24,69.61,68.1,65.03,72.14,63.25,77.12,11.84,3.29,65.25,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",26
S3,Full upstream access architecture,full hybrid upstream access architecture,78.45,73.4,79.6,70.19,36.43,16.83,71.19,72.54,62.81,70.9,66.04,78.18,13.62,3.2,66.54,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",27
S3,Full upstream access architecture,full hybrid upstream access architecture,74.64,70.43,85.18,72.71,39.28,16.63,70.91,67.64,70.07,70.66,63.35,78.24,12.72,3.71,65.46,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",28
S3,Full upstream access architecture,full hybrid upstream access architecture,77.02,72.19,82.69,69.96,38.04,15.9,71.16,70.13,66.54,69.74,65.04,73.44,12.44,2.87,65.84,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",29
S3,Full upstream access architecture,full hybrid upstream access architecture,70.6,66.87,80.76,73.56,42.92,15.78,67.97,62.92,64.02,72.12,61.13,76.24,11.96,3.94,62.54,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",30
S3,Full upstream access architecture,full hybrid upstream access architecture,71.58,67.01,84.28,73.69,41.74,15.78,69.23,64.09,67.9,72.83,63.1,78.51,11.98,3.94,64.42,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",31
S3,Full upstream access architecture,full hybrid upstream access architecture,75.69,71.4,79.95,71.16,38.62,14.94,70.35,69.22,63.49,71.9,62.49,77.32,11.49,3.37,64.98,"Best-performing demonstrative architecture: demand-driven where eligible, but governed by scope, safety, data, KPIs and equity protections.",32
