file,label,link,status,target
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Cochrane: payment methods for outpatient healthcare providers,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,RACGP/AJGP: understanding general practice funding models,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Australian Department of Health: Review of General Practice Incentives,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Cochrane: payment methods for outpatient healthcare providers,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,RACGP/AJGP: understanding general practice funding models,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Australian Department of Health: Review of General Practice Incentives,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Health and Disability System Review final report,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Ministry of Health: PHO finances briefing,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Accident Compensation Corporation: paying patient treatment,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Health New Zealand: the Ambulance Team,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Beehive: new and improved urgent and after-hours healthcare,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-15-the-hybrid-game-why-no-single-lever-is-enough-v1.5.1.md,Treasury: Vote Health 2025/26 Estimates,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,STRESS reporting guideline for empirical simulation studies,https://www.equator-network.org/reporting-guidelines/strengthening-the-reporting-of-empirical-simulation-studies-introducing-the-stress-guidelines/,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,ODD protocol for agent-based models,https://www.usgs.gov/publications/odd-protocol-describing-agent-based-and-other-simulation-models-a-second-update,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,ISPOR-SMDM modelling good research practices,https://www.ispor.org/heor-resources/good-practices/article/modeling-good-research-practices---overview,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,PRISMA extension for Scoping Reviews,https://www.prisma-statement.org/scoping,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,STRESS reporting guideline for empirical simulation studies,https://www.equator-network.org/reporting-guidelines/strengthening-the-reporting-of-empirical-simulation-studies-introducing-the-stress-guidelines/,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,ODD protocol for agent-based models,https://www.usgs.gov/publications/odd-protocol-describing-agent-based-and-other-simulation-models-a-second-update,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,ISPOR-SMDM modelling good research practices,https://www.ispor.org/heor-resources/good-practices/article/modeling-good-research-practices---overview,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,PRISMA extension for Scoping Reviews,https://www.prisma-statement.org/scoping,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,ISPOR: MCDA for healthcare decision-making,https://www.ispor.org/heor-resources/good-practices/article/multiple-criteria-decision-analysis-for-health-care-decision-making---an-introduction,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,CHEERS 2022,https://www.ispor.org/heor-resources/good-practices/cheers,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,Accident Compensation Corporation: using claims data,https://www.acc.co.nz/about-us/using-our-claims-data,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,Health New Zealand: the Ambulance Team,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,Treasury: Vote Health 2025/26 Estimates,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-16-composite-modelling-what-the-demonstrative-model-adds-and-what-it-does-not-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,ISPOR: MCDA for healthcare decision-making,https://www.ispor.org/heor-resources/good-practices/article/multiple-criteria-decision-analysis-for-health-care-decision-making---an-introduction,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,ISPOR-SMDM modelling good research practices,https://www.ispor.org/heor-resources/good-practices/article/modeling-good-research-practices---overview,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,PRISMA extension for Scoping Reviews,https://www.prisma-statement.org/scoping,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,ISPOR: MCDA for healthcare decision-making,https://www.ispor.org/heor-resources/good-practices/article/multiple-criteria-decision-analysis-for-health-care-decision-making---an-introduction,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,ISPOR-SMDM modelling good research practices,https://www.ispor.org/heor-resources/good-practices/article/modeling-good-research-practices---overview,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,PRISMA extension for Scoping Reviews,https://www.prisma-statement.org/scoping,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Health and Disability System Review final report,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Ministry of Health: PHO finances briefing,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Treasury: Vote Health 2025/26 Estimates,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Beehive: new and improved urgent and after-hours healthcare,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Cochrane: payment methods for outpatient healthcare providers,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-17-game-informed-multi-criteria-decision-analysis-making-disagreement-useful-v1.5.1.md,Ministry of Health: New Zealand Health Survey annual update,https://www.health.govt.nz/publications/annual-update-of-key-results-202324-new-zealand-health-survey,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Cabinet material: Primary Health Care Funding Improvements,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Cabinet material: Primary Health Care Funding Improvements,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Accident Compensation Corporation: paying patient treatment,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Health New Zealand: the Ambulance Team,https://www.healthnz.govt.nz/about-us/what-we-do/programmes-and-initiatives/the-ambulance-team,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Beehive: new and improved urgent and after-hours healthcare,https://www.beehive.govt.nz/release/new-and-improved-urgent-and-after-hours-healthcare,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Health and Disability System Review final report,https://www.health.govt.nz/system/files/2022-09/health-disability-system-review-final-report.pdf,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Ministry of Health: PHO finances briefing,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Treasury: Vote Health 2025/26 Estimates,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,RACGP/AJGP: understanding general practice funding models,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Cochrane: payment methods for outpatient healthcare providers,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_or_anchor,
docs/substack-ready/appendices-v1.5.1/appendix-18-recommendations-a-primary-care-system-that-can-grow-before-hospitals-have-to-v1.5.1.md,Ministry of Health: New Zealand Health Survey annual update,https://www.health.govt.nz/publications/annual-update-of-key-results-202324-new-zealand-health-survey,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Figure for Are we buying hospital growth by rationing cheaper care upstream?,figures/fig-01-whole-system-flow-v1.2.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-01-whole-system-flow-v1.2.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,appendix for this post,appendices-v1.5.1/appendix-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.5.1.md,exists,/mnt/data/repo_v151/docs/substack-ready/appendices-v1.5.1/appendix-01-are-we-buying-hospital-growth-by-rationing-cheaper-care-upstream-v1.5.1.md
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Cabinet material: Primary Health Care Funding Improvements,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Treasury: Vote Health 2025/26 Estimates,https://www.treasury.govt.nz/publications/estimates/vote-health-health-sector-estimates-appropriations-2025-26,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,fig-02-funding-models-101-v1.2.0,figures/fig-02-funding-models-101-v1.2.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-02-funding-models-101-v1.2.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,appendix for this post,appendices-v1.5.1/appendix-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.1.md,exists,/mnt/data/repo_v151/docs/substack-ready/appendices-v1.5.1/appendix-02-fee-for-service-capitation-and-blended-funding-the-plain-english-version-v1.5.1.md
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,RACGP/AJGP: understanding general practice funding models,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Cochrane: payment methods for outpatient healthcare providers,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Australian Department of Health: Review of General Practice Incentives,https://www.health.gov.au/resources/publications/review-of-general-practice-incentives-expert-advisory-panel-report-to-the-australian-government?language=en,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Accident Compensation Corporation: paying patient treatment,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Figure for Marginal supply: the tiny economic idea that decides whether appointments exist,figures/fig-15-marginal-revenue-cost-v1.5.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-15-marginal-revenue-cost-v1.5.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,fig-08-marginal-supply-capitation-vs-ffs-v1.4.0,figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-08-marginal-supply-capitation-vs-ffs-v1.4.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,appendix for this post,appendices-v1.5.1/appendix-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.1.md,exists,/mnt/data/repo_v151/docs/substack-ready/appendices-v1.5.1/appendix-03-marginal-supply-the-tiny-economic-idea-that-decides-whether-appointments-exist-v1.5.1.md
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Accident Compensation Corporation: paying patient treatment,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Cochrane: payment methods for outpatient healthcare providers,https://www.cochrane.org/evidence/CD011865_payment-methods-healthcare-providers-outpatient-healthcare-settings,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,RACGP/AJGP: understanding general practice funding models,https://www1.racgp.org.au/ajgp/2024/december/understanding-general-practice-funding-models-in-a,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Cabinet material: Primary Health Care Funding Improvements,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Figure for Why formulas do not solve games,figures/fig-09-fixed-envelope-rationing-v1.4.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-09-fixed-envelope-rationing-v1.4.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,appendix for this post,appendices-v1.5.1/appendix-04-why-formulas-do-not-solve-games-v1.5.1.md,exists,/mnt/data/repo_v151/docs/substack-ready/appendices-v1.5.1/appendix-04-why-formulas-do-not-solve-games-v1.5.1.md
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Cabinet material: Primary Health Care Funding Improvements,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,New Zealand Medical Journal: media content analysis of the Population-Based Funding Formula,https://nzmj.org.nz/media/pages/journal/vol-131-no-1480/a-media-content-analysis-of-new-zealand-s-district-health-board-population-based-funding-formula/6ff2e1d910-1696474509/a-media-content-analysis-of-new-zealand-s-district-health-board-population-based-funding-formula.pdf,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,New Zealand Medical Journal: Population-Based Funding Formula transparency article,https://nzmj.org.nz/media/pages/journal/vol-126-no-1376/6c9b9d56a4-1696469440/vol-126-no-1376.pdf,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: PHO finances briefing,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,fig-14-current-reform-vs-uncapped-hybrid-v1.4.0,figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-14-current-reform-vs-uncapped-hybrid-v1.4.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,appendix for this post,appendices-v1.5.1/appendix-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.1.md,exists,/mnt/data/repo_v151/docs/substack-ready/appendices-v1.5.1/appendix-05-the-current-reform-pathway-stronger-than-a-straw-man-but-maybe-still-incomplete-v1.5.1.md
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Cabinet material: Primary Health Care Funding Improvements,https://www.health.govt.nz/information-releases/cabinet-material-primary-health-care-funding-improvements-and-update-on-primary-health-care,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: primary care health target,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/primary-care-health-target,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Health New Zealand: National Primary Care Dataset and new primary care health target,https://www.healthnz.govt.nz/about-us/what-we-do/planning-and-performance/primary-care-tactical-action-plan/national-primary-care-dataset-and-new-primary-care-health-target,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: PHO finances briefing,https://www.health.govt.nz/system/files/2025-11/H2025069314-Briefing-PHO-finances-a-summary-of-available-information.pdf,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Figure for What I mean by uncapping primary care funding,figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-16-uncapped-scheduled-benefit-supply-v1.5.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,fig-13-hybrid-architecture-v1.4.0,figures/fig-13-hybrid-architecture-v1.4.0.png,exists,/mnt/data/repo_v151/docs/substack-ready/figures/fig-13-hybrid-architecture-v1.4.0.png
docs/substack-ready/complete-substack-series-v1.5.1.md,appendix for this post,appendices-v1.5.1/appendix-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.1.md,exists,/mnt/data/repo_v151/docs/substack-ready/appendices-v1.5.1/appendix-06-what-i-mean-by-uncapping-primary-care-funding-v1.5.1.md
docs/substack-ready/complete-substack-series-v1.5.1.md,Ministry of Health: capitation reweighting,https://www.health.govt.nz/strategies-initiatives/programmes-and-initiatives/primary-and-community-health-care/capitation-reweighting,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,Accident Compensation Corporation: paying patient treatment,https://www.acc.co.nz/for-providers/invoicing-us/paying-patient-treatment,external_or_anchor,
docs/substack-ready/complete-substack-series-v1.5.1.md,"Ministry of Business, Innovation and Employment: ACC regulated payments for treatment",https://www.mbie.govt.nz/business-and-employment/employment-and-skills/employment-legislation-reviews/increasing-regulated-acc-payments-for-treatment/proposed-updates-to-acc-regulated-payments-for-treatment/options-for-payment-increases-and-how-they-were-assessed,external_or_anchor,
