game_id,game_name,scenario_id,scenario_name,access_score,provider_viability,equity_score,fiscal_control,hospital_pressure,gaming_risk,system_welfare,equilibrium_label,mechanism_summary,draw,marginal_contact_benefit,capitation_weighting,scope_flexibility,pho_transaction_cost,primary_kpi_salience,ambulance_kpi_salience,hospital_political_penalty,data_observability,copayment_level,copayment_protections,equity_program_strength,telehealth_scale,telehealth_integration,local_inperson_loading,ambulance_alternative_funding,acc_activity_funding,acc_constraint,budget_tightness,safety_governance,gaming_controls,direct_claiming,stakeholder_alignment,narrative_coherence
G13,Political economy game,P2,National Primary Care Benefits Schedule,69.08,69.3,78.49,77.05,54.92,21.62,65.37,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,79,0.7888,0.7846,0.6428,0.2439,0.6732,0.4375,0.8788,0.6894,0.5388,0.7096,0.7226,0.6109,0.7542,0.5728,0.6116,0.7984,0.204,0.5482,0.7066,0.7724,0.7706,0.5125,0.7805
G11,KPI salience game,P3,Full upstream access architecture,81.51,75.16,87.23,77.29,33.13,15.22,76.08,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",705,0.8271,0.7897,0.8513,0.1987,0.9065,0.8654,0.5073,0.9205,0.324,0.7957,0.7341,0.6001,0.8365,0.8251,0.8421,0.7053,0.0579,0.5472,1.0,0.8172,0.8222,0.8066,0.9489
G3,Capitation marginal-supply game,P2,National Primary Care Benefits Schedule,62.31,61.99,76.4,74.33,48.81,13.62,63.51,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",386,0.5384,0.7428,0.6812,0.2701,0.6286,0.6861,0.9246,0.5872,0.3333,0.6939,0.7195,0.5646,0.5123,0.6808,0.532,0.7114,0.1886,0.6151,0.7733,0.7313,0.8297,0.6817,0.7596
G11,KPI salience game,P2,National Primary Care Benefits Schedule,66.92,66.05,79.68,76.51,46.03,12.13,67.3,upstream target salience with balancing measures,"Top-tier KPIs shift behaviour only if paired with funding levers, data and balancing measures.",68,0.7061,0.8201,0.6095,0.2939,0.6112,0.6207,0.8937,0.6912,0.4515,0.561,0.7655,0.6068,0.6314,0.6156,0.5802,0.6617,0.0772,0.5034,0.7074,0.8689,0.9066,0.6716,0.6537
G10,Co-payment calibration game,P6,Ambulance alternatives only,52.87,48.92,70.11,75.89,62.66,10.0,56.12,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,265,0.0,0.3428,0.2035,0.6005,0.5595,0.8897,0.8016,0.7053,0.5874,0.467,0.6935,0.6257,0.424,0.2516,0.7958,0.6914,0.1042,0.8832,0.7836,0.6981,0.0677,0.5059,0.49
G14,Data observability game,P3,Full upstream access architecture,88.24,82.1,94.29,84.29,19.81,12.08,84.45,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",980,0.9461,0.8022,0.7776,0.1677,1.0,0.8849,0.6002,1.0,0.3096,0.6823,0.9777,0.6295,0.7354,0.8832,0.7959,0.597,0.0,0.5196,0.7872,0.8958,0.904,0.7721,0.7663
G4,Consumer access pathway game,P2,National Primary Care Benefits Schedule,67.03,61.82,71.59,68.17,56.46,18.39,60.7,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",180,0.6325,0.871,0.7116,0.1957,0.6203,0.5299,0.8006,0.7439,0.4479,0.5535,0.733,0.6585,0.4993,0.6007,0.5918,0.7048,0.1881,0.6289,0.6693,0.7424,0.9213,0.649,0.7484
G14,Data observability game,P6,Ambulance alternatives only,36.97,42.77,72.71,79.89,69.83,29.44,47.35,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",790,0.0064,0.3338,0.3792,0.6171,0.4524,0.8108,0.981,0.5164,0.5138,0.5234,0.6688,0.5439,0.4096,0.2925,0.7315,0.7386,0.1575,0.8637,0.8452,0.7535,0.0954,0.4089,0.5976
G4,Consumer access pathway game,P7,Scope-enabled provider supply only,55.99,53.92,68.19,70.85,64.1,19.94,54.57,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",654,0.4245,0.2183,0.813,0.4155,0.459,0.406,0.9433,0.5326,0.5521,0.6443,0.5923,0.7238,0.4822,0.2268,0.2245,0.7472,0.1755,0.725,1.0,0.651,0.3888,0.4561,0.6253
G14,Data observability game,P5,ACC activity constraint shock,34.34,40.87,67.22,75.82,77.89,33.16,42.53,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",338,0.1195,0.2917,0.3643,0.5697,0.326,0.3985,0.9352,0.4164,0.6075,0.3771,0.6091,0.6346,0.403,0.2964,0.2209,0.5224,0.6227,0.8963,0.7627,0.7174,0.2099,0.4134,0.3074
G9,Telehealth/local-supply game,P4,Benefits without adequate controls,67.07,42.13,53.9,76.92,62.02,35.35,51.02,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,793,0.8483,0.6792,0.9226,0.1193,0.6864,0.8719,0.6985,0.4959,0.6598,0.26,0.3905,0.9084,0.437,0.2111,0.6314,0.5584,0.0,0.7695,0.4758,0.1763,0.9305,0.2689,0.2917
G13,Political economy game,P3,Full upstream access architecture,74.8,73.05,88.23,84.52,44.68,17.4,73.33,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,377,0.7349,0.798,0.8909,0.1124,0.9408,0.7334,0.6852,0.9634,0.3254,0.7884,0.923,0.8222,0.8302,0.9021,0.8135,0.6041,0.0935,0.4467,0.917,0.881,0.9775,0.8511,0.8426
G8,Scope-of-practice supply game,P8,Direct claims and PHO intermediation reform only,46.64,47.84,63.95,79.04,74.6,14.72,50.87,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",631,0.1903,0.3333,0.3938,0.1669,0.4048,0.5017,0.8141,0.5467,0.5252,0.4012,0.5976,0.766,0.4788,0.2103,0.383,0.6428,0.0878,0.7268,0.8453,0.6269,0.761,0.4839,0.5558
G4,Consumer access pathway game,P8,Direct claims and PHO intermediation reform only,44.95,49.54,62.05,74.03,72.64,20.91,48.55,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",379,0.3198,0.2666,0.4442,0.2506,0.4265,0.5402,0.9634,0.5333,0.5687,0.4336,0.5439,0.7032,0.3887,0.1692,0.4467,0.6868,0.2048,0.9,0.7886,0.6157,0.7558,0.4311,0.5928
G5,PHO intermediation game,P3,Full upstream access architecture,67.29,70.82,81.23,75.92,34.12,22.96,68.22,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,662,0.7117,0.6442,0.7632,0.2709,0.8573,0.8367,0.5363,0.8485,0.4122,0.7702,1.0,0.5478,0.8542,0.6901,0.6721,0.6598,0.1285,0.5953,0.9474,0.8263,0.9061,0.7959,0.9228
G7,Ambulance conveyance game,P4,Benefits without adequate controls,52.2,53.37,58.54,67.76,74.92,22.11,48.83,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",723,0.8786,0.4546,0.7967,0.2276,0.6692,0.647,0.6963,0.403,0.693,0.3311,0.4702,1.0,0.2408,0.1572,0.6135,0.7581,0.0,0.9128,0.4639,0.3596,0.8889,0.3132,0.3527
G9,Telehealth/local-supply game,P4,Benefits without adequate controls,68.42,39.15,50.21,77.64,62.66,35.77,50.02,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,64,1.0,0.5668,0.8674,0.1084,0.7627,0.6923,0.6311,0.674,0.6294,0.2063,0.4109,0.8911,0.3009,0.1733,0.5598,0.6277,0.0,0.8374,0.3254,0.2241,0.9714,0.4293,0.4594
G7,Ambulance conveyance game,P4,Benefits without adequate controls,52.21,51.47,56.81,68.24,77.09,21.01,48.09,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",923,1.0,0.602,0.8898,0.1006,0.7845,0.5774,0.797,0.4162,0.5833,0.2848,0.323,0.8638,0.3245,0.3389,0.5562,0.6839,0.0,0.951,0.4845,0.3437,0.9484,0.2296,0.3555
G6,ACC/Health NZ cross-funder game,P5,ACC activity constraint shock,13.61,14.9,63.76,70.92,93.58,27.38,29.25,siloed-cost-shifting equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,687,0.1766,0.3322,0.5504,0.6318,0.2884,0.4111,0.8425,0.3065,0.6664,0.5283,0.6383,0.7125,0.396,0.2813,0.3541,0.3552,0.7075,0.9762,0.7708,0.4625,0.0,0.1278,0.2297
G12,Equity and trust game,P8,Direct claims and PHO intermediation reform only,42.2,49.52,55.11,79.18,64.9,19.26,48.56,benefits plus equity-function equilibrium,"Demand-driven benefits need retained kaupapa Maori, Pacific, rural and locality functions to avoid transactional equity failure.",509,0.0763,0.2937,0.3427,0.1427,0.5234,0.4179,0.7785,0.6343,0.498,0.4366,0.6148,0.7912,0.3701,0.2174,0.4357,0.717,0.0988,0.8667,0.7524,0.7002,0.6596,0.3613,0.509
G13,Political economy game,P6,Ambulance alternatives only,49.68,50.63,71.02,79.75,60.47,16.63,55.55,access-architecture coalition,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,682,0.0232,0.4276,0.4765,0.6322,0.3872,0.8191,0.8314,0.5292,0.5572,0.4424,0.5734,0.6042,0.4128,0.3152,0.8065,0.6105,0.0598,0.9994,0.742,0.746,0.099,0.513,0.714
G3,Capitation marginal-supply game,P5,ACC activity constraint shock,27.44,27.21,57.46,85.46,77.34,12.18,41.59,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",901,0.186,0.4738,0.3508,0.6942,0.3119,0.4426,0.8652,0.415,0.6185,0.4671,0.4806,0.7153,0.487,0.305,0.2047,0.516,0.4383,0.8405,0.788,0.5321,0.0201,0.3049,0.289
G13,Political economy game,P5,ACC activity constraint shock,41.83,45.27,63.4,76.48,67.74,17.79,48.89,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,676,0.0632,0.4386,0.2991,0.5728,0.4411,0.5623,0.8789,0.528,0.6406,0.3709,0.5402,0.6133,0.3799,0.2436,0.2629,0.5059,0.5094,0.904,0.7596,0.4937,0.0454,0.2948,0.2665
G6,ACC/Health NZ cross-funder game,P0,Current source-informed baseline,41.23,48.76,65.55,63.72,66.9,24.96,46.35,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,259,0.1133,0.3539,0.3601,0.538,0.4524,0.4803,0.9097,0.4595,0.6511,0.4561,0.7056,0.6199,0.4949,0.2502,0.3319,0.7874,0.0,0.8125,0.6512,0.5372,0.2366,0.4594,0.3317
G14,Data observability game,P6,Ambulance alternatives only,40.77,46.15,74.2,82.56,61.63,25.6,51.67,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",112,0.0622,0.3294,0.3254,0.4961,0.4356,0.7932,0.868,0.6496,0.7143,0.5171,0.5891,0.765,0.5414,0.3336,0.7768,0.6578,0.1687,0.7532,0.805,0.7454,0.0886,0.511,0.6085
G8,Scope-of-practice supply game,P2,National Primary Care Benefits Schedule,64.62,62.89,70.4,74.36,59.77,10.85,61.96,professional-bottleneck equilibrium,"Funding eligibility should follow safe scope and governance, not professional category alone.",150,0.7334,0.7841,0.5599,0.1694,0.705,0.5389,0.9285,0.6583,0.3941,0.605,0.7117,0.54,0.6499,0.7282,0.6049,0.6784,0.113,0.7342,0.7529,0.8416,0.9134,0.6387,0.8256
G13,Political economy game,P1,Capitation reweighting plus access target,48.89,51.12,68.73,78.11,62.93,18.48,53.93,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,872,0.1914,0.8053,0.3273,0.5334,0.873,0.4645,0.8285,0.6317,0.5758,0.5041,0.5886,0.8062,0.3093,0.2758,0.4044,0.6982,0.1912,0.8716,0.7702,0.5667,0.0,0.5321,0.3347
G13,Political economy game,P0,Current source-informed baseline,42.25,45.46,65.3,76.68,66.57,16.68,49.86,institutional-defence equilibrium,Reform becomes feasible when framed as patient access and hospital avoidance rather than sector income or anti-PHO politics.,32,0.0438,0.2548,0.5114,0.752,0.3853,0.4652,0.919,0.4196,0.5439,0.4898,0.5457,0.7078,0.4225,0.329,0.4078,0.5731,0.1376,0.7033,0.7512,0.5845,0.0079,0.4252,0.2683
G3,Capitation marginal-supply game,P8,Direct claims and PHO intermediation reform only,45.68,44.03,59.05,78.7,61.69,14.08,50.7,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",410,0.3713,0.36,0.4822,0.191,0.4283,0.4525,0.9421,0.5934,0.6178,0.5127,0.6811,0.6721,0.5097,0.0747,0.4663,0.6176,0.1259,0.8949,0.9615,0.56,0.8716,0.2763,0.522
G6,ACC/Health NZ cross-funder game,P1,Capitation reweighting plus access target,37.73,44.63,69.6,68.92,69.31,22.94,46.48,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,816,0.0,0.8335,0.3753,0.6722,0.5858,0.5662,0.7787,0.6002,0.5024,0.4861,0.8152,0.7791,0.4102,0.2375,0.3186,0.706,0.0474,0.7965,0.7475,0.5877,0.0,0.494,0.4032
G4,Consumer access pathway game,P6,Ambulance alternatives only,42.78,44.84,60.71,80.98,74.55,17.05,48.48,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",941,0.0662,0.4834,0.4981,0.437,0.3935,0.796,0.7244,0.7036,0.5768,0.3557,0.5978,0.653,0.498,0.3302,0.6606,0.6776,0.0808,0.7678,0.8082,0.8519,0.0144,0.6073,0.5651
G7,Ambulance conveyance game,P3,Full upstream access architecture,82.0,68.6,85.43,74.41,38.8,10.85,74.11,safe alternative-disposition equilibrium,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",998,0.9404,0.8216,0.7221,0.1339,0.893,0.8817,0.6001,0.9152,0.4008,0.8827,0.9808,0.6262,0.8665,0.8252,0.9493,0.6386,0.0192,0.577,0.9276,0.8392,0.683,0.818,0.8663
G4,Consumer access pathway game,P3,Full upstream access architecture,79.55,69.97,79.57,64.14,46.86,15.88,68.5,early-access equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",963,0.8238,0.8534,0.8269,0.2754,0.9243,0.8629,0.5937,0.935,0.3435,0.7206,0.8832,0.6977,0.7281,0.8039,0.8149,0.7845,0.0026,0.505,0.9323,0.8344,0.9836,0.7907,0.9336
G4,Consumer access pathway game,P8,Direct claims and PHO intermediation reform only,46.1,47.56,64.5,75.32,71.37,18.54,49.89,delay/ED-substitution equilibrium,"Patients move to lower-cost access when price, wait, travel and trust costs are lower than delay or ED substitution.",62,0.2296,0.3938,0.383,0.1821,0.3994,0.5614,0.9339,0.4701,0.5731,0.5373,0.5545,0.6174,0.5397,0.3393,0.3224,0.7442,0.0645,0.8583,0.7298,0.692,0.8637,0.4736,0.5153
G6,ACC/Health NZ cross-funder game,P6,Ambulance alternatives only,38.28,45.22,64.03,65.76,65.43,21.67,45.72,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,778,0.2163,0.3177,0.3349,0.4671,0.3154,0.8422,0.9579,0.5487,0.6362,0.539,0.5227,0.6397,0.4457,0.183,0.8059,0.7132,0.0767,0.8802,0.9076,0.7368,0.0,0.5407,0.6256
G6,ACC/Health NZ cross-funder game,P0,Current source-informed baseline,37.07,43.63,61.04,63.46,71.13,26.46,42.36,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,985,0.1635,0.3488,0.4338,0.7212,0.4027,0.4536,0.8846,0.3392,0.5852,0.3729,0.6026,0.7037,0.5247,0.2768,0.3196,0.6869,0.0615,0.8131,0.8641,0.5121,0.0981,0.2992,0.2954
G9,Telehealth/local-supply game,P1,Capitation reweighting plus access target,49.51,41.48,68.45,75.7,67.37,24.48,50.18,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,818,0.0,0.8197,0.2556,0.5735,0.7821,0.5219,0.9068,0.7274,0.5733,0.4075,0.8027,0.5727,0.5189,0.3593,0.2443,0.7272,0.1032,0.7511,0.7252,0.4715,0.0517,0.4231,0.4234
G5,PHO intermediation game,P3,Full upstream access architecture,73.78,75.95,77.5,76.64,30.5,21.47,71.04,optional/direct-claiming equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,159,0.823,0.722,0.8273,0.1759,0.9422,0.831,0.5918,0.9402,0.4605,1.0,0.8557,0.6825,0.8947,0.8116,0.8206,0.7517,0.0,0.4062,0.8958,0.8565,0.9582,0.7673,0.881
G9,Telehealth/local-supply game,P8,Direct claims and PHO intermediation reform only,54.43,40.53,62.69,79.27,66.85,25.41,50.66,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,752,0.3145,0.4268,0.3607,0.2157,0.3702,0.3697,0.8715,0.6027,0.666,0.4467,0.7141,0.6944,0.4477,0.2924,0.4249,0.6202,0.1775,0.8362,0.7824,0.6637,0.7391,0.4169,0.3963
G14,Data observability game,P5,ACC activity constraint shock,34.83,42.6,70.22,76.17,73.16,33.17,44.37,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",240,0.1386,0.4475,0.2393,0.5447,0.3151,0.5122,0.8766,0.494,0.6042,0.4362,0.6256,0.6582,0.4526,0.3162,0.188,0.5375,0.6609,0.8156,0.7333,0.6003,0.0757,0.388,0.3426
G1,Hospital-salience budget game,P0,Current source-informed baseline,36.78,29.66,64.45,79.65,71.27,18.59,44.83,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",121,0.0854,0.3742,0.3807,0.7126,0.4215,0.4631,0.9354,0.4522,0.5688,0.4132,0.6709,0.572,0.4178,0.1872,0.4248,0.6138,0.0865,0.8209,0.9367,0.4788,0.0,0.3533,0.3703
G10,Co-payment calibration game,P6,Ambulance alternatives only,54.21,52.29,63.98,75.31,61.7,10.77,55.64,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,268,0.1187,0.3636,0.3691,0.604,0.3102,0.8401,0.9021,0.6282,0.6109,0.4471,0.4724,0.7632,0.4343,0.1431,0.7595,0.6794,0.0,0.8956,0.7635,0.7677,0.0563,0.5601,0.5411
G3,Capitation marginal-supply game,P0,Current source-informed baseline,22.51,23.13,59.37,87.85,79.98,10.75,40.21,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",71,0.0493,0.3911,0.4227,0.62,0.3244,0.4579,0.8338,0.4987,0.6113,0.5038,0.6648,0.7498,0.4079,0.2461,0.3337,0.7915,0.0898,0.7662,0.7828,0.3912,0.1046,0.245,0.2794
G14,Data observability game,P1,Capitation reweighting plus access target,41.86,47.41,75.07,78.91,63.44,29.98,50.7,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",815,0.1223,0.7465,0.3212,0.5127,0.7833,0.5338,0.8769,0.5888,0.5626,0.4609,0.7149,0.6393,0.518,0.3089,0.3609,0.7067,0.1246,0.8148,0.8065,0.618,0.0998,0.3856,0.4902
G7,Ambulance conveyance game,P1,Capitation reweighting plus access target,45.1,49.06,62.3,73.7,85.12,13.63,48.06,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",78,0.1506,0.8007,0.3078,0.6035,0.7007,0.6012,1.0,0.6944,0.5625,0.5528,0.7508,0.6618,0.4831,0.2548,0.2304,0.792,0.1181,0.8247,0.6792,0.5421,0.0254,0.5255,0.5563
G1,Hospital-salience budget game,P0,Current source-informed baseline,36.56,30.61,61.09,79.21,72.28,19.04,43.9,hospital-rescue equilibrium,"Hospital rescue bias falls only when upstream access becomes visible, funded and politically salient.",650,0.0887,0.3569,0.2439,0.5803,0.3911,0.4862,0.9407,0.4066,0.6174,0.5423,0.4421,0.5907,0.4949,0.3507,0.2125,0.5744,0.0,0.75,0.7058,0.4992,0.1034,0.2671,0.3098
G7,Ambulance conveyance game,P5,ACC activity constraint shock,39.24,44.15,59.78,71.5,86.57,15.55,44.04,ED-conveyance default,"Alternative disposition is stable only when payment, clinical governance, data and follow-up reduce organisational risk.",961,0.0374,0.4252,0.2703,0.6357,0.3582,0.3999,0.8041,0.5021,0.6344,0.645,0.6363,0.6325,0.4336,0.2717,0.2351,0.4385,0.4901,0.8371,0.6809,0.5966,0.0816,0.2703,0.2749
G9,Telehealth/local-supply game,P4,Benefits without adequate controls,64.48,40.43,49.01,77.05,67.35,40.2,47.32,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,784,0.9115,0.5675,0.8723,0.134,0.712,0.7379,0.7478,0.2697,0.7424,0.3701,0.3772,0.8953,0.2779,0.293,0.5381,0.5547,0.0367,0.8233,0.4917,0.2817,0.9765,0.3299,0.3935
G5,PHO intermediation game,P0,Current source-informed baseline,7.83,20.65,57.67,80.34,86.26,24.32,30.6,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,555,0.0817,0.328,0.3268,0.7279,0.5401,0.5115,0.7903,0.4731,0.7029,0.4337,0.5679,0.6477,0.4813,0.3176,0.3662,0.737,0.0291,0.8668,0.902,0.5832,0.0,0.2934,0.3118
G10,Co-payment calibration game,P3,Full upstream access architecture,81.87,59.67,95.03,56.51,37.47,13.69,71.03,calibrated co-payment equilibrium,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,977,0.6837,0.8899,0.7708,0.1234,0.8635,0.8631,0.5884,0.8361,0.33,0.8731,1.0,0.6468,0.8883,0.7834,0.7563,0.6503,0.0657,0.4435,0.8608,0.8825,1.0,0.6197,0.8832
G10,Co-payment calibration game,P0,Current source-informed baseline,56.38,53.75,66.01,71.18,59.88,12.3,56.2,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,888,0.2002,0.2481,0.3465,0.6886,0.3407,0.3987,0.847,0.4178,0.5884,0.4318,0.5483,0.697,0.421,0.3061,0.3108,0.5983,0.1602,0.886,0.8373,0.5896,0.0426,0.4685,0.2322
G2,Health NZ internal allocation game,P6,Ambulance alternatives only,42.79,13.99,58.66,89.64,55.14,24.78,45.36,hospital-operations dominance,Management attention shifts upstream when primary and ambulance outcomes have hospital-equivalent salience.,271,0.0919,0.2501,0.291,0.6206,0.3615,0.7114,0.8808,0.7173,0.5027,0.4866,0.635,0.6871,0.4409,0.2268,0.7139,0.7193,0.2063,0.9978,0.7565,0.7869,0.0488,0.5493,0.525
G3,Capitation marginal-supply game,P5,ACC activity constraint shock,21.02,20.0,58.94,92.73,81.49,10.0,39.93,marginal-rationing equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",814,0.0,0.34,0.2608,0.53,0.2353,0.387,0.9089,0.4003,0.6006,0.5634,0.5925,0.6564,0.4156,0.1755,0.2828,0.5113,0.6232,0.9824,0.8215,0.678,0.1105,0.3812,0.3133
G14,Data observability game,P7,Scope-enabled provider supply only,50.15,52.8,73.51,75.0,60.64,32.28,52.92,observable upstream-flow equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",594,0.3916,0.3821,0.7999,0.3468,0.5008,0.5541,0.8881,0.6116,0.6098,0.5738,0.5781,0.6881,0.4478,0.2537,0.2878,0.6096,0.0206,0.8597,0.8459,0.4688,0.4633,0.4724,0.6301
G6,ACC/Health NZ cross-funder game,P4,Benefits without adequate controls,61.49,72.67,59.58,55.93,50.2,28.18,55.37,whole-of-Crown flow equilibrium,ACC activity funding can stabilise lower-cost capacity; constraining it in isolation risks spillover to Health NZ and patients.,708,0.8471,0.539,0.9116,0.056,0.5664,0.7775,0.6886,0.4954,0.6149,0.3604,0.4611,0.9345,0.3022,0.2075,0.6889,0.7556,0.0,0.7343,0.4012,0.2388,0.9392,0.2651,0.3419
G5,PHO intermediation game,P6,Ambulance alternatives only,20.16,30.91,64.18,81.86,75.26,22.55,39.47,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,594,0.1987,0.4658,0.447,0.5891,0.4247,0.8994,0.8124,0.7164,0.596,0.4283,0.6277,0.5188,0.3618,0.2328,0.7194,0.8748,0.0463,0.8262,0.8807,0.6628,0.17,0.446,0.5798
G9,Telehealth/local-supply game,P6,Ambulance alternatives only,49.03,36.01,60.03,79.68,70.25,23.77,47.65,telehealth-substitution/fragmentation,Telehealth improves simple access but must be integrated and paired with local in-person capacity.,732,0.1014,0.2191,0.2625,0.6202,0.5066,0.7687,0.8448,0.7315,0.5559,0.4435,0.6555,0.6122,0.3982,0.2222,0.8076,0.7912,0.0959,0.8953,0.8357,0.7004,0.0,0.4814,0.6705
G14,Data observability game,P5,ACC activity constraint shock,36.79,44.03,67.47,74.86,74.68,33.52,44.06,hidden-unmet-need equilibrium,"Upstream access failure becomes fundable only when data links it to ambulance, ED and avoidable admission outcomes.",32,0.2122,0.2272,0.3979,0.5296,0.4131,0.4594,0.8939,0.4415,0.5347,0.4648,0.5558,0.5982,0.3001,0.3447,0.1896,0.5328,0.6677,0.8328,0.7886,0.662,0.1542,0.2075,0.3025
G5,PHO intermediation game,P5,ACC activity constraint shock,17.17,28.39,53.12,78.83,79.71,25.0,34.13,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,382,0.1111,0.2728,0.3317,0.573,0.2795,0.4282,0.9059,0.5211,0.689,0.3556,0.4141,0.5726,0.4234,0.2853,0.3798,0.3966,0.6339,0.9772,0.8322,0.5176,0.1302,0.3445,0.3093
G3,Capitation marginal-supply game,P3,Full upstream access architecture,80.1,79.89,80.86,70.15,33.2,11.0,74.6,marginal-expansion equilibrium,"Additional contacts expand only when combined public benefit and co-payment exceed marginal cost, admin cost and risk.",737,0.7113,0.7502,0.829,0.176,0.8799,0.7925,0.6887,0.7897,0.3532,0.7749,0.8695,0.8224,0.7578,0.8369,0.8311,0.6579,0.0377,0.4818,0.8722,0.9436,0.8914,0.7944,0.8102
G5,PHO intermediation game,P1,Capitation reweighting plus access target,16.41,27.29,63.41,80.33,78.64,24.76,36.45,intermediated-gatekeeping equilibrium,Direct claiming improves entry only if PHO/locality equity and population-health functions are explicitly preserved.,626,0.0341,0.7424,0.2903,0.4289,0.6846,0.4093,0.9692,0.4721,0.4823,0.5215,0.6955,0.6714,0.3211,0.1462,0.3518,0.7972,0.1854,0.8519,0.6991,0.6855,0.0679,0.4809,0.475
G10,Co-payment calibration game,P8,Direct claims and PHO intermediation reform only,53.5,57.15,61.23,74.8,62.66,12.01,55.27,price-rationing equity failure,Co-payment can moderate discretionary demand but becomes a delayed-care mechanism without protections.,294,0.2565,0.2838,0.3853,0.1345,0.4578,0.5109,0.9486,0.6383,0.6814,0.3985,0.5864,0.6637,0.519,0.1632,0.2739,0.6776,0.1342,0.8365,0.7415,0.7205,0.8783,0.4501,0.368
